date,kp_max,kp_mean,temperature_2m_max,temperature_2m_min,temperature_2m_mean,surface_pressure_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,sunshine_duration,daylight_duration
2015-01-01,2.333,1.499875,-7.7,-18.9,-14.3,962.4,0.0,0.0,0.0,8.5,27.4,32134.21,32761.07
2015-01-02,4.0,2.33325,-2.3,-16.6,-10.2,961.7,0.0,0.0,0.0,8.3,16.9,32182.69,32808.28
2015-01-03,4.667,2.25,2.0,-9.7,-3.8,957.8,0.2,0.0,0.28,13.4,36.4,32235.8,32860.08
2015-01-04,5.0,2.875,4.2,-4.7,-1.2,947.7,0.7,0.7,0.0,21.1,56.2,12256.68,32916.33
2015-01-05,5.333,2.6666250000000002,-2.1,-8.3,-4.5,951.0,0.3,0.0,0.42,16.3,41.4,32278.29,32976.89
2015-01-06,3.667,2.583375,-2.8,-8.6,-6.5,950.3,0.2,0.0,0.28,14.0,34.2,32007.45,33041.63
2015-01-07,6.333,3.4998750000000003,-6.7,-11.2,-9.2,960.9,0.0,0.0,0.07,8.7,24.5,29106.38,33110.41
2015-01-08,4.0,2.5835,-1.8,-11.5,-6.7,966.7,0.0,0.0,0.0,4.1,9.4,27433.1,33183.09
2015-01-09,2.333,1.75,2.5,-8.8,-3.5,962.4,0.0,0.0,0.0,8.7,24.1,23241.36,33259.51
2015-01-10,3.333,2.0415,4.0,-5.0,0.2,949.1,1.2,0.2,0.84,10.9,31.0,1178.83,33339.56
2015-01-11,3.0,2.291625,10.7,-0.9,3.5,945.2,0.0,0.0,0.0,11.7,31.3,32348.86,33423.09
2015-01-12,2.667,1.749875,2.9,-3.2,-0.5,954.0,3.0,0.0,2.45,19.6,51.1,26187.85,33509.95
2015-01-13,2.667,1.875125,4.6,-8.3,-1.4,960.5,0.0,0.0,0.0,6.4,19.1,32390.52,33600.02
2015-01-14,2.667,1.500125,8.4,-2.0,1.6,953.4,0.0,0.0,0.0,4.8,13.3,32400.0,33693.15
2015-01-15,3.0,1.124875,4.4,-1.4,0.6,952.3,0.0,0.0,0.0,12.6,35.3,32400.0,33789.2
2015-01-16,3.0,1.666625,6.9,-2.5,1.3,955.7,0.0,0.0,0.0,6.4,16.9,32400.0,33888.05
2015-01-17,3.0,1.41675,7.9,-1.1,2.4,955.4,0.0,0.0,0.0,7.9,21.6,32400.0,33989.56
2015-01-18,2.333,0.8748750000000001,10.5,0.7,4.5,954.8,0.3,0.3,0.0,7.9,19.4,17897.5,34093.6
2015-01-19,2.333,0.9583750000000001,8.8,-0.1,4.1,948.9,0.7,0.7,0.0,10.6,31.0,32400.0,34200.03
2015-01-20,1.333,0.499875,10.6,2.4,5.8,948.1,0.0,0.0,0.0,8.0,23.4,20786.28,34308.86
2015-01-21,3.667,2.291625,11.8,1.8,6.0,947.9,0.0,0.0,0.0,10.0,20.9,32400.0,34421.24
2015-01-22,3.667,2.5,11.6,1.3,4.7,949.9,0.0,0.0,0.0,8.6,23.0,32400.0,34537.33
2015-01-23,3.0,2.000125,9.6,2.4,5.7,943.3,3.1,3.1,0.0,14.2,38.5,1795.99,34656.9
2015-01-24,2.333,1.416625,6.0,3.0,4.2,940.0,4.7,4.7,0.0,6.5,14.4,5817.5,34779.77
2015-01-25,2.667,1.250125,3.8,0.3,2.4,944.3,3.9,1.3,1.82,8.2,20.9,6277.78,34905.73
2015-01-26,4.0,2.95825,3.8,-0.4,1.0,952.3,0.2,0.1,0.21,6.1,17.3,10002.04,35034.58
2015-01-27,3.333,2.5416250000000002,4.3,-0.9,0.9,948.0,1.1,0.0,1.26,7.6,23.0,10537.21,35166.12
2015-01-28,3.0,1.666625,3.4,-1.1,0.7,945.7,0.0,0.0,0.0,7.3,20.9,8210.15,35300.17
2015-01-29,3.667,1.8752499999999999,7.5,-0.6,2.3,941.4,0.0,0.0,0.0,16.0,37.4,31152.28,35436.54
2015-01-30,3.333,2.125,8.9,-1.2,3.9,928.8,0.0,0.0,0.0,23.5,67.7,27104.85,35575.04
2015-01-31,3.667,2.0415,8.8,2.2,5.5,924.4,6.8,4.7,1.47,22.5,72.7,28800.0,35715.49
2015-02-01,5.0,3.25,7.0,0.4,2.4,924.9,16.6,0.8,11.06,19.9,66.6,21613.99,35857.72
2015-02-02,5.0,3.8751249999999997,6.1,0.3,3.2,931.0,0.3,0.3,0.0,12.7,40.0,32400.0,36001.55
2015-02-03,4.0,3.0,4.4,-3.8,0.6,939.8,0.9,0.0,0.77,10.2,28.1,34391.56,36146.81
2015-02-04,3.0,1.875,4.1,-1.0,1.2,943.6,0.4,0.3,0.07,10.0,33.8,9462.38,36293.33
2015-02-05,3.333,2.4998750000000003,8.8,1.1,4.2,945.5,0.0,0.0,0.0,8.9,23.8,31384.52,36440.96
2015-02-06,2.667,1.291625,6.6,-0.0,3.1,942.4,17.6,6.8,7.56,16.3,54.0,834.05,36589.52
2015-02-07,3.333,2.0416250000000002,0.2,-3.5,-1.6,949.7,3.1,0.0,2.24,6.3,16.6,24595.37,36738.88
2015-02-08,3.0,2.3333749999999998,1.3,-8.1,-3.8,942.1,0.0,0.0,0.07,13.4,34.9,28812.76,36888.86
2015-02-09,3.0,1.70825,-1.5,-7.2,-4.7,943.0,1.0,0.0,0.98,11.8,27.4,8821.15,37039.47
2015-02-10,3.0,1.458375,-3.3,-14.8,-8.1,948.5,0.0,0.0,0.0,15.5,39.2,31387.03,37192.1
2015-02-11,3.0,1.25,-2.9,-12.2,-7.4,954.2,0.0,0.0,0.0,13.2,32.4,35245.28,37346.98
2015-02-12,2.0,1.041625,-0.6,-10.2,-6.1,958.6,0.0,0.0,0.0,10.0,27.7,34461.85,37503.94
2015-02-13,1.0,0.416625,3.9,-5.9,-1.9,958.0,0.0,0.0,0.0,9.2,21.6,35883.11,37662.8
2015-02-14,1.667,0.499875,5.1,-4.1,0.1,953.3,0.0,0.0,0.0,9.3,22.7,36249.26,37823.39
2015-02-15,3.0,1.500125,4.8,-2.4,0.6,951.6,0.0,0.0,0.0,8.9,19.4,36282.29,37985.55
2015-02-16,2.667,1.25,3.9,-2.3,0.1,955.9,0.0,0.0,0.0,10.9,24.5,31886.02,38149.11
2015-02-17,5.0,3.54175,-1.3,-12.2,-4.5,963.2,0.0,0.0,0.0,17.3,43.6,31639.17,38313.92
2015-02-18,5.0,3.083375,-1.2,-13.4,-6.0,967.0,0.0,0.0,0.0,14.5,35.3,37362.41,38479.8
2015-02-19,3.0,2.041875,3.9,-4.8,-0.9,963.1,0.0,0.0,0.0,11.2,29.9,37718.16,38646.62
2015-02-20,2.0,1.333625,8.9,-0.8,3.1,956.1,0.0,0.0,0.0,7.8,23.8,37417.7,38814.22
2015-02-21,2.667,1.708375,11.5,0.6,4.9,949.5,0.0,0.0,0.0,10.5,26.6,38390.87,38982.45
2015-02-22,2.333,1.624875,10.3,-0.1,3.8,944.7,0.5,0.5,0.0,7.6,23.4,13898.13,39151.18
2015-02-23,3.667,3.125,12.1,1.3,5.7,942.6,1.3,1.3,0.0,10.2,25.6,28370.12,39320.24
2015-02-24,5.333,3.416625,11.7,1.7,6.0,939.8,0.1,0.1,0.0,7.9,19.1,26991.58,39489.51
2015-02-25,3.0,1.875,10.6,3.8,6.5,940.4,11.4,11.4,0.0,10.1,27.0,24408.31,39658.85
2015-02-26,1.667,0.874875,11.7,-0.1,6.3,948.7,2.1,2.1,0.0,12.8,41.8,37799.95,39828.1
2015-02-27,1.333,0.499875,10.6,2.6,6.5,946.7,0.5,0.5,0.0,14.5,31.0,13530.35,39997.16
2015-02-28,3.667,2.41675,11.0,4.8,7.1,947.1,0.2,0.2,0.0,12.3,30.6,28388.1,40165.87
2015-03-01,5.333,3.416625,11.3,3.6,6.5,950.3,2.8,2.8,0.0,7.9,23.4,28439.19,40334.26
2015-03-02,5.333,3.833375,12.6,0.7,6.2,947.8,0.0,0.0,0.0,16.4,41.0,39194.88,40503.63
2015-03-03,3.333,2.33325,9.2,0.8,5.7,950.6,3.4,3.4,0.0,18.4,46.1,37856.23,40674.24
2015-03-04,3.333,2.0,9.4,-0.3,3.4,958.1,0.0,0.0,0.0,10.5,22.0,39441.49,40845.97
2015-03-05,2.333,1.3331250000000001,3.6,0.2,1.9,951.7,10.5,1.2,6.65,12.6,30.2,2162.11,41018.69
2015-03-06,3.667,2.250125,1.1,-2.0,-0.6,952.7,10.4,0.0,7.49,13.7,46.1,450.1,41192.27
2015-03-07,4.333,3.541625,-0.2,-1.9,-1.3,958.2,25.5,0.0,17.85,19.2,57.2,0.0,41366.59
2015-03-08,3.667,2.29175,0.9,-2.9,-1.2,961.1,4.9,0.0,3.5,17.0,52.2,2341.13,41541.53
2015-03-09,3.333,1.124875,2.2,-4.1,-1.0,959.9,1.7,0.3,1.12,12.2,43.2,27765.31,41716.96
2015-03-10,1.667,0.999875,3.0,-3.3,-0.4,957.2,0.2,0.0,0.56,8.7,23.0,26191.98,41892.76
2015-03-11,3.0,2.0,4.3,-4.5,0.7,951.5,0.0,0.0,0.0,7.9,17.6,36373.09,42068.83
2015-03-12,3.333,1.83325,3.9,-2.4,1.1,947.5,4.6,2.5,1.61,8.0,16.9,21073.91,42245.03
2015-03-13,3.333,1.33325,6.8,-1.8,2.2,949.2,0.0,0.0,0.0,7.0,14.4,36634.55,42421.25
2015-03-14,2.333,1.33325,4.2,-0.1,1.7,953.2,1.0,0.3,0.49,8.2,22.0,10775.99,42597.39
2015-03-15,2.667,1.70825,5.1,0.3,2.5,961.2,0.0,0.0,0.0,8.8,23.4,15297.02,42773.3
2015-03-16,3.667,2.3333749999999998,7.3,1.2,3.5,965.4,0.0,0.0,0.0,13.4,34.2,37558.6,42948.9
2015-03-17,7.667,6.000125,8.2,0.3,3.2,963.0,0.0,0.0,0.0,15.9,38.9,40575.15,43124.06
2015-03-18,6.0,4.916625,5.8,-2.3,1.7,957.6,0.0,0.0,0.0,9.3,29.9,40539.31,43298.65
2015-03-19,5.0,3.791625,5.2,-1.9,2.1,953.7,5.2,1.3,2.8,13.0,37.1,13447.41,43472.57
2015-03-20,4.667,3.5,3.6,-2.5,0.4,955.0,0.5,0.1,0.42,14.6,36.4,41093.3,43645.71
2015-03-21,4.0,2.458375,10.2,-0.2,4.3,953.9,0.0,0.0,0.0,8.8,23.8,41508.47,43818.06
2015-03-22,6.333,2.8748750000000003,13.5,1.8,7.0,950.4,0.2,0.2,0.0,8.1,25.9,36398.62,43990.83
2015-03-23,4.333,3.29175,12.2,3.1,7.0,950.9,0.2,0.2,0.0,13.3,32.8,35096.64,44164.28
2015-03-24,3.667,2.166625,12.8,1.6,6.8,952.7,0.0,0.0,0.0,10.5,27.0,26967.0,44338.29
2015-03-25,3.667,2.75,12.6,-0.1,6.4,950.3,0.1,0.1,0.0,9.9,28.8,23007.51,44512.76
2015-03-26,3.0,1.916625,16.4,2.8,9.1,948.0,0.0,0.0,0.0,11.7,31.0,37279.37,44687.59
2015-03-27,3.0,1.8747500000000001,13.0,7.7,10.1,939.8,11.3,11.3,0.0,8.5,18.0,11066.24,44862.66
2015-03-28,3.333,1.91675,8.9,3.0,6.8,939.9,12.1,12.0,0.07,12.7,27.4,0.0,45037.87
2015-03-29,4.0,2.375,8.0,2.5,4.6,943.9,8.1,3.4,3.29,14.0,34.9,1544.37,45213.12
2015-03-30,2.0,1.000125,13.7,-0.4,6.3,941.6,1.1,1.1,0.0,16.3,37.8,31342.89,45388.3
2015-03-31,3.0,2.0416250000000002,13.0,4.9,7.9,943.0,2.6,2.6,0.0,16.6,42.5,42085.17,45563.3
2015-04-01,3.0,1.70825,9.5,3.5,6.0,943.0,1.6,1.6,0.0,10.0,29.5,20441.63,45738.0
2015-04-02,4.667,2.4166250000000002,9.5,-2.2,4.2,948.4,0.2,0.1,0.07,21.5,54.7,45369.15,45912.31
2015-04-03,3.333,2.666625,6.3,0.4,3.0,947.1,0.3,0.0,0.42,22.5,56.2,28662.89,46086.1
2015-04-04,3.333,2.458375,8.5,-2.2,3.4,948.9,0.0,0.0,0.0,10.7,28.8,39068.91,46259.27
2015-04-05,3.0,1.54175,9.2,2.1,5.6,945.1,5.7,5.6,0.07,9.8,26.6,8209.02,46431.7
2015-04-06,2.333,1.3751250000000002,4.9,1.7,3.0,943.4,9.9,3.8,4.41,12.9,29.5,5517.18,46603.28
2015-04-07,2.333,0.95825,5.9,1.1,2.7,948.2,6.4,2.7,2.73,13.8,43.9,19678.71,46773.88
2015-04-08,1.667,0.708375,7.2,-2.8,2.5,952.3,1.3,0.7,0.7,15.0,42.8,46145.99,46943.38
2015-04-09,3.0,2.54175,8.2,0.3,4.8,955.4,0.3,0.3,0.0,18.4,46.4,29484.61,47111.67
2015-04-10,5.333,4.083125,12.5,1.9,7.6,961.2,0.0,0.0,0.0,9.7,31.0,46654.03,47278.74
2015-04-11,4.0,3.0,17.1,3.8,10.9,958.7,0.0,0.0,0.0,4.8,18.7,46721.98,47445.74
2015-04-12,1.333,0.791625,17.6,6.3,11.8,957.7,1.1,1.1,0.0,10.9,30.6,44976.4,47612.9
2015-04-13,2.333,1.499875,18.0,7.9,13.4,958.4,0.1,0.1,0.0,8.3,22.3,46800.0,47780.13
2015-04-14,4.333,2.25,14.6,6.3,10.8,956.5,0.8,0.8,0.0,18.7,47.9,37103.12,47947.3
2015-04-15,5.333,3.7501249999999997,15.6,4.5,9.8,956.1,0.0,0.0,0.0,9.7,26.6,46800.0,48114.31
2015-04-16,6.0,4.66675,20.7,6.4,13.7,953.1,0.0,0.0,0.0,14.6,38.5,46800.0,48281.03
2015-04-17,5.0,3.41675,21.3,6.7,14.1,950.2,0.0,0.0,0.0,16.4,40.0,46785.67,48447.37
2015-04-18,3.333,2.375,18.1,8.7,12.2,946.8,8.9,8.9,0.0,19.6,53.6,38027.61,48613.19
2015-04-19,3.0,2.0416250000000002,10.9,4.5,7.3,951.3,1.5,1.4,0.07,10.7,29.9,30631.08,48778.38
2015-04-20,3.0,2.166625,11.8,1.6,7.2,949.7,0.0,0.0,0.0,17.7,47.2,46800.0,48942.82
2015-04-21,4.333,3.58325,12.0,3.6,7.6,949.7,0.8,0.8,0.0,18.6,45.0,46226.56,49106.37
2015-04-22,3.333,2.2916250000000002,12.0,2.4,7.4,952.1,5.0,5.0,0.0,13.5,50.4,46800.0,49268.92
2015-04-23,3.333,1.25,16.7,4.0,10.6,954.4,0.0,0.0,0.0,8.6,23.4,46800.0,49430.33
2015-04-24,2.333,0.7915000000000001,17.7,4.5,11.7,952.0,0.0,0.0,0.0,9.4,26.6,43335.08,49590.48
2015-04-25,0.333,0.08325,16.6,8.3,12.7,951.3,1.0,1.0,0.0,8.3,19.4,45789.36,49749.21
2015-04-26,1.0,0.33325,19.0,7.5,13.9,949.2,0.0,0.0,0.0,9.5,26.3,46800.0,49906.39
2015-04-27,1.667,1.083375,21.3,9.3,15.5,947.9,0.0,0.0,0.0,11.5,29.9,44040.63,50061.89
2015-04-28,2.333,1.33325,18.3,9.9,14.4,942.8,3.9,3.9,0.0,14.4,47.9,45465.61,50215.55
2015-04-29,1.667,0.875,13.0,6.3,9.7,947.3,0.6,0.6,0.0,16.3,45.4,37356.88,50367.23
2015-04-30,2.333,1.0,16.3,6.1,11.2,951.4,0.0,0.0,0.0,7.8,22.3,32766.47,50516.89
2015-05-01,2.0,1.25,20.1,9.0,14.6,949.2,0.1,0.1,0.0,12.1,32.8,46800.0,50665.64
2015-05-02,3.0,1.79175,17.7,10.2,13.2,946.6,3.3,3.3,0.0,13.7,37.4,6719.74,50813.67
2015-05-03,3.0,1.749875,20.2,7.4,14.3,948.8,0.0,0.0,0.0,12.3,33.5,47039.26,50960.9
2015-05-04,2.667,1.75,23.1,14.4,18.6,950.9,0.0,0.0,0.0,7.1,22.0,34729.35,51107.17
2015-05-05,2.333,1.333375,24.7,15.4,20.4,951.3,0.1,0.1,0.0,8.5,24.8,46800.0,51252.37
2015-05-06,5.333,3.45825,29.3,16.1,22.8,949.8,0.0,0.0,0.0,7.3,17.6,47265.76,51396.36
2015-05-07,2.333,1.541875,22.7,14.2,18.5,949.8,6.3,6.3,0.0,9.7,27.7,30789.64,51539.03
2015-05-08,2.667,1.333625,21.2,11.7,16.3,951.5,0.0,0.0,0.0,9.4,21.6,48203.37,51680.23
2015-05-09,2.667,1.58325,19.3,11.7,15.4,950.2,1.7,1.7,0.0,10.3,31.0,42265.46,51819.82
2015-05-10,3.667,2.04175,18.4,10.1,13.7,951.9,8.0,8.0,0.0,9.9,34.9,42149.24,51957.67
2015-05-11,3.667,2.79175,12.8,9.3,11.2,954.1,5.5,5.5,0.0,13.0,38.5,4340.78,52093.63
2015-05-12,3.333,2.958375,17.1,6.4,12.2,958.4,0.6,0.6,0.0,14.6,41.8,47766.87,52227.55
2015-05-13,5.667,4.875,21.3,9.8,16.0,955.0,0.0,0.0,0.0,7.3,21.2,49404.6,52359.3
2015-05-14,3.0,2.041625,24.5,10.2,18.0,947.4,0.2,0.2,0.0,16.6,45.7,45488.92,52488.71
2015-05-15,2.333,1.75,25.7,12.9,19.9,948.7,0.5,0.5,0.0,16.3,49.0,49029.08,52615.63
2015-05-16,1.667,1.20825,26.7,15.0,21.0,953.0,0.0,0.0,0.0,9.0,32.0,32035.36,52739.9
2015-05-17,2.0,1.166625,22.9,15.6,18.9,954.9,1.2,1.2,0.0,9.9,26.3,37154.26,52861.36
2015-05-18,5.333,2.499875,22.9,13.5,17.8,952.3,3.0,3.0,0.0,10.1,28.1,42522.74,52979.85
2015-05-19,5.0,2.375,23.7,12.0,17.9,947.6,0.5,0.5,0.0,11.3,31.7,36465.24,53095.21
2015-05-20,2.667,1.500125,23.0,14.0,18.1,947.6,2.1,2.1,0.0,11.2,39.6,46510.22,53207.37
2015-05-21,1.0,0.45825,25.4,13.7,19.9,950.7,0.0,0.0,0.0,9.4,25.9,48953.88,53317.21
2015-05-22,1.333,0.499875,25.2,16.2,20.0,950.6,3.0,3.0,0.0,9.2,28.4,31924.77,53424.92
2015-05-23,1.333,0.625125,23.5,11.9,18.2,946.4,1.9,1.9,0.0,8.7,31.7,47049.32,53530.37
2015-05-24,1.667,0.9165,22.1,14.9,18.4,945.2,3.2,3.2,0.0,9.0,28.1,36866.71,53633.45
2015-05-25,0.667,0.416625,18.6,13.5,15.3,945.3,7.6,7.6,0.0,8.7,28.4,27043.06,53734.06
2015-05-26,2.333,1.416625,19.4,11.1,15.6,943.8,0.0,0.0,0.0,13.8,36.7,52127.03,53832.08
2015-05-27,2.333,1.08325,17.7,10.8,14.1,943.9,1.1,1.1,0.0,16.1,43.9,46384.17,53927.39
2015-05-28,2.333,1.58325,13.5,9.0,11.1,948.0,0.0,0.0,0.0,14.8,36.7,14440.67,54019.89
2015-05-29,2.0,1.75,15.3,9.1,12.0,949.5,0.0,0.0,0.0,10.8,27.7,27691.18,54109.46
2015-05-30,2.0,1.083375,20.7,9.0,15.2,950.8,0.0,0.0,0.0,7.6,19.4,53112.78,54195.97
2015-05-31,1.667,1.125,21.7,12.6,17.6,952.8,0.0,0.0,0.0,8.6,23.0,53484.77,54279.31
2015-06-01,3.0,1.541625,22.2,13.3,18.0,954.5,0.0,0.0,0.0,12.4,32.4,52370.23,54359.36
2015-06-02,0.333,0.291375,23.2,12.5,18.1,955.0,0.0,0.0,0.0,13.1,37.1,53579.2,54436.0
2015-06-03,1.333,0.75,24.1,13.8,19.3,956.5,0.0,0.0,0.0,13.7,41.0,51625.43,54509.1
2015-06-04,1.0,0.333125,25.0,15.8,20.6,955.8,0.0,0.0,0.0,10.9,35.6,44978.26,54578.57
2015-06-05,0.333,0.24975000000000003,20.5,13.3,17.4,956.7,2.3,2.3,0.0,11.2,43.2,42232.55,54644.27
2015-06-06,2.0,1.000125,22.1,12.5,17.3,958.6,0.0,0.0,0.0,16.1,45.4,52849.3,54706.08
2015-06-07,3.0,1.54175,22.8,12.2,17.8,959.1,0.0,0.0,0.0,17.2,45.7,53786.76,54763.88
2015-06-08,6.0,4.29175,22.2,13.0,17.5,954.5,0.0,0.0,0.0,13.2,36.7,53822.58,54817.56
2015-06-09,3.667,2.75,22.2,13.0,18.0,950.7,0.0,0.0,0.0,15.6,39.6,53856.59,54867.05
2015-06-10,3.0,2.583375,23.7,15.1,19.0,952.0,2.5,2.5,0.0,14.1,42.5,45128.35,54912.74
2015-06-11,3.0,2.124875,22.3,13.2,18.2,953.6,1.5,1.5,0.0,14.1,40.3,48040.46,54954.71
2015-06-12,2.333,1.541625,26.0,16.0,20.9,954.9,0.0,0.0,0.0,9.0,24.5,53951.11,54992.94
2015-06-13,2.667,2.1666250000000002,27.6,15.7,21.9,953.8,0.2,0.2,0.0,9.0,20.5,53979.89,55027.42
2015-06-14,4.333,3.0835,29.4,18.0,24.5,951.8,0.0,0.0,0.0,5.8,18.4,46322.4,55058.1
2015-06-15,3.667,2.625,29.1,19.1,24.8,949.8,0.0,0.0,0.0,11.6,29.9,54000.0,55084.98
2015-06-16,3.0,2.3335,24.2,16.4,20.9,949.1,7.1,7.1,0.0,15.9,43.6,43157.36,55108.01
2015-06-17,4.0,2.583375,23.4,14.4,18.3,948.0,4.8,4.8,0.0,8.4,29.9,36949.02,55127.21
2015-06-18,2.667,1.5,15.5,13.4,14.8,945.7,9.8,9.8,0.0,9.4,30.2,0.0,55142.53
2015-06-19,2.333,0.70825,20.6,12.5,16.3,946.3,3.8,3.8,0.0,9.4,28.1,46781.81,55153.96
2015-06-20,0.333,0.1665,20.7,13.9,17.3,947.3,0.6,0.6,0.0,11.8,33.1,46732.26,55161.49
2015-06-21,3.667,1.458375,15.3,12.1,13.6,948.5,10.1,10.1,0.0,12.3,31.0,15096.32,55165.12
2015-06-22,8.333,4.4165,18.7,11.0,15.1,951.9,0.1,0.1,0.0,8.9,25.2,53976.73,55164.82
2015-06-23,7.667,5.208375,23.5,12.4,18.2,950.9,0.0,0.0,0.0,6.9,19.4,54000.0,55160.6
2015-06-24,4.0,2.91675,25.1,15.9,20.3,951.0,3.6,3.6,0.0,8.5,21.6,52834.98,55152.44
2015-06-25,5.667,3.875,17.7,11.3,14.5,954.2,8.5,8.5,0.0,16.0,40.3,46442.99,55140.35
2015-06-26,2.667,1.750125,17.2,8.3,12.8,949.6,7.6,7.6,0.0,14.1,40.7,42102.48,55124.31
2015-06-27,2.667,1.916625,19.9,12.0,15.3,949.5,1.4,1.4,0.0,8.9,29.9,32729.79,55104.34
2015-06-28,3.667,2.666625,21.7,11.8,16.7,949.5,7.0,7.0,0.0,10.9,28.1,49946.84,55080.42
2015-06-29,2.0,1.166625,21.3,13.3,17.1,952.8,10.6,10.6,0.0,8.5,26.6,39424.58,55052.55
2015-06-30,2.333,1.291625,20.8,13.6,17.0,954.1,10.0,10.0,0.0,10.7,27.7,37685.77,55020.4
2015-07-01,2.0,1.083375,21.2,12.2,17.0,956.5,3.6,3.6,0.0,4.0,18.0,42147.45,54984.01
2015-07-02,0.667,0.37475,23.8,12.8,18.9,958.0,0.1,0.1,0.0,8.5,24.1,48357.61,54943.45
2015-07-03,0.667,0.416625,23.1,16.2,19.8,959.3,0.1,0.1,0.0,13.8,36.7,53527.23,54898.83
2015-07-04,5.333,2.458125,22.5,14.5,18.7,959.1,0.5,0.5,0.0,14.3,42.8,52895.8,54850.24
2015-07-05,5.333,3.291625,24.4,16.0,20.6,956.0,0.0,0.0,0.0,8.6,24.1,54000.0,54797.79
2015-07-06,3.667,2.08325,27.3,17.8,23.1,955.3,0.0,0.0,0.0,9.4,24.5,53994.56,54741.57
2015-07-07,2.0,1.125125,29.7,18.4,24.5,954.8,0.0,0.0,0.0,8.2,22.3,53955.19,54681.69
2015-07-08,1.333,0.958375,30.2,19.6,24.7,950.4,0.0,0.0,0.0,9.5,27.4,53914.33,54618.25
2015-07-09,1.667,0.9585,29.1,17.8,23.4,947.8,0.2,0.2,0.0,10.1,25.6,53661.97,54551.35
2015-07-10,4.667,1.291625,23.6,14.9,19.3,953.1,0.0,0.0,0.0,12.6,32.4,53828.52,54481.1
2015-07-11,4.667,3.6251249999999997,23.2,13.5,18.3,954.1,0.0,0.0,0.0,10.1,28.8,53769.55,54407.61
2015-07-12,3.0,2.70825,25.2,15.3,20.6,952.8,0.0,0.0,0.0,9.2,27.4,53693.71,54330.97
2015-07-13,5.667,4.125,27.7,17.6,23.0,951.7,0.0,0.0,0.0,8.2,26.3,53614.83,54251.28
2015-07-14,3.0,1.375,23.8,16.5,20.6,952.2,2.4,2.4,0.0,15.3,38.2,41729.68,54168.65
2015-07-15,2.333,1.541625,25.2,16.4,21.0,954.8,0.0,0.0,0.0,11.8,30.2,53448.46,54083.19
2015-07-16,3.0,1.7085,28.2,18.2,23.4,956.5,0.0,0.0,0.0,11.2,26.6,53199.8,53995.0
2015-07-17,1.333,0.958125,29.7,20.1,25.1,956.6,0.0,0.0,0.0,6.9,19.8,53271.17,53904.17
2015-07-18,1.333,0.5,30.3,19.4,25.0,955.2,0.0,0.0,0.0,10.1,28.1,53178.68,53810.8
2015-07-19,0.667,0.29150000000000004,31.4,18.5,24.9,953.3,0.0,0.0,0.0,9.0,21.6,53083.68,53714.91
2015-07-20,1.333,0.625,31.6,18.9,25.6,950.0,0.0,0.0,0.0,8.8,27.7,52747.15,53615.67
2015-07-21,2.333,1.999875,29.8,21.3,25.9,952.1,0.0,0.0,0.0,10.8,28.1,52078.76,53512.97
2015-07-22,3.0,1.5,29.9,18.4,24.6,953.4,0.0,0.0,0.0,12.0,32.4,51991.73,53406.98
2015-07-23,5.333,3.291875,29.6,16.6,23.4,950.5,0.0,0.0,0.0,13.7,37.4,52305.42,53297.86
2015-07-24,2.0,1.333375,28.8,18.3,23.3,948.7,0.0,0.0,0.0,12.3,32.8,51925.69,53185.76
2015-07-25,2.667,1.83325,30.1,18.8,24.8,947.3,0.0,0.0,0.0,6.6,18.7,51540.44,53070.85
2015-07-26,2.667,1.583375,30.2,20.9,25.4,947.5,0.0,0.0,0.0,13.4,32.0,50895.96,52953.27
2015-07-27,3.0,2.0835,30.6,19.0,25.0,946.3,0.0,0.0,0.0,10.0,30.2,49229.06,52833.17
2015-07-28,3.0,1.83325,28.8,21.3,25.2,946.5,0.0,0.0,0.0,7.8,21.6,49959.17,52710.72
2015-07-29,1.667,1.166625,32.7,19.8,26.5,947.1,0.0,0.0,0.0,8.8,26.6,49668.73,52586.04
2015-07-30,4.333,2.25,33.6,19.8,27.0,946.7,0.0,0.0,0.0,9.7,20.5,49379.68,52459.29
2015-07-31,3.667,2.70825,28.8,21.0,24.2,949.1,8.7,8.7,0.0,8.0,26.3,41243.04,52330.6
2015-08-01,3.0,2.125,26.5,17.8,22.1,953.3,0.0,0.0,0.0,13.5,33.1,48130.74,52200.12
2015-08-02,3.333,2.2915,28.0,17.0,22.7,955.5,0.0,0.0,0.0,11.2,31.7,47252.6,52067.97
2015-08-03,2.667,1.583375,28.6,16.8,23.0,954.4,0.1,0.1,0.0,12.7,34.2,47235.01,51934.3
2015-08-04,2.667,1.541625,29.1,17.7,23.5,952.5,0.0,0.0,0.0,12.2,33.1,47316.3,51799.24
2015-08-05,2.333,1.1665,28.7,19.2,23.6,952.3,0.6,0.6,0.0,15.8,43.9,41812.28,51662.9
2015-08-06,3.333,2.3748750000000003,28.4,19.4,23.8,953.3,0.7,0.7,0.0,14.8,46.8,45908.08,51525.42
2015-08-07,5.0,2.916625,29.2,18.8,23.9,954.1,0.0,0.0,0.0,16.9,47.9,46864.53,51386.92
2015-08-08,3.0,2.416875,27.5,18.4,22.8,955.8,0.0,0.0,0.0,18.8,48.6,47118.41,51247.41
2015-08-09,3.333,2.333125,27.5,16.9,22.1,954.8,0.0,0.0,0.0,12.4,35.3,47276.66,51105.82
