year,month,hour,weekday,crashes,fatal,serious
2023,6,12,1,233,1,46
2023,6,12,2,255,3,40
2023,6,12,3,239,2,33
2023,6,12,4,241,3,28
2023,6,12,5,306,3,68
2023,6,12,6,389,5,55
2023,6,12,7,267,3,48
2023,6,13,1,245,1,59
2023,6,13,2,280,5,43
2023,6,13,3,283,1,31
2023,6,13,4,288,3,64
2023,6,13,5,362,5,48
2023,6,13,6,421,5,52
2023,6,13,7,254,1,44
2023,6,14,1,273,1,62
2023,6,14,2,330,2,54
2023,6,14,3,309,4,48
2023,6,14,4,293,1,45
2023,6,14,5,405,4,75
2023,6,14,6,456,1,80
2023,6,14,7,291,1,61
2023,6,15,1,285,2,68
2023,6,15,2,393,3,61
2023,6,15,3,379,2,60
2023,6,15,4,327,0,56
2023,6,15,5,482,2,65
2023,6,15,6,491,4,88
2023,6,15,7,281,2,54
2023,6,16,1,240,2,61
2023,6,16,2,406,2,57
2023,6,16,3,414,5,68
2023,6,16,4,420,2,65
2023,6,16,5,448,7,58
2023,6,16,6,429,2,74
2023,6,16,7,279,1,65
2023,6,17,1,245,5,52
2023,6,17,2,394,1,49
2023,6,17,3,362,3,57
2023,6,17,4,414,6,60
2023,6,17,5,447,3,56
2023,6,17,6,387,4,68
2023,6,17,7,245,3,47
2023,6,18,1,255,1,46
2023,6,18,2,261,0,34
2023,6,18,3,295,3,54
2023,6,18,4,283,5,45
2023,6,18,5,366,4,64
2023,6,18,6,325,2,59
2023,6,18,7,265,3,46
2023,6,19,1,190,1,37
2023,6,19,2,200,0,38
2023,6,19,3,219,2,33
2023,6,19,4,216,4,35
2023,6,19,5,222,2,37
2023,6,19,6,213,3,36
2023,6,19,7,189,4,36
2023,6,20,1,162,3,37
2023,6,20,2,115,0,19
2023,6,20,3,121,1,22
2023,6,20,4,116,1,23
2023,6,20,5,168,2,33
2023,6,20,6,182,2,26
2023,6,20,7,146,1,28
2023,6,21,1,81,1,20
2023,6,21,2,95,0,13
2023,6,21,3,91,1,22
2023,6,21,4,81,2,23
2023,6,21,5,110,3,28
2023,6,21,6,111,1,15
2023,6,21,7,104,3,26
2023,6,22,1,66,0,16
2023,6,22,2,64,0,14
2023,6,22,3,69,1,15
2023,6,22,4,78,1,14
2023,6,22,5,103,1,18
2023,6,22,6,117,1,26
2023,6,22,7,107,2,28
2023,6,23,1,31,1,8
2023,6,23,2,39,0,6
2023,6,23,3,48,2,8
2023,6,23,4,69,1,14
2023,6,23,5,65,1,15
2023,6,23,6,125,1,25
2023,6,23,7,96,0,28
2023,7,0,1,131,3,29
2023,7,0,2,33,0,8
2023,7,0,3,30,0,8
2023,7,0,4,23,1,0
2023,7,0,5,23,0,3
2023,7,0,6,35,1,3
2023,7,0,7,86,1,11
2023,7,1,1,92,1,23
2023,7,1,2,16,0,4
2023,7,1,3,13,0,1
2023,7,1,4,17,0,3
2023,7,1,5,15,0,2
2023,7,1,6,18,0,4
2023,7,1,7,56,2,9
2023,7,2,1,76,0,15
2023,7,2,2,20,2,1
2023,7,2,3,19,0,2
2023,7,2,4,13,0,1
2023,7,2,5,11,1,2
2023,7,2,6,18,0,3
2023,7,2,7,53,1,14
2023,7,3,1,57,1,16
2023,7,3,2,9,0,2
2023,7,3,3,6,0,3
2023,7,3,4,15,0,3
2023,7,3,5,6,0,1
2023,7,3,6,11,1,0
2023,7,3,7,45,0,11
2023,7,4,1,42,1,8
2023,7,4,2,21,0,4
2023,7,4,3,13,0,4
2023,7,4,4,18,1,3
2023,7,4,5,12,1,2
2023,7,4,6,18,0,5
2023,7,4,7,27,2,6
2023,7,5,1,45,4,13
2023,7,5,2,57,1,13
2023,7,5,3,37,0,11
2023,7,5,4,37,1,4
2023,7,5,5,45,0,6
2023,7,5,6,50,2,10
2023,7,5,7,35,0,8
2023,7,6,1,43,1,12
2023,7,6,2,111,2,22
2023,7,6,3,101,1,20
2023,7,6,4,100,0,16
2023,7,6,5,90,0,18
2023,7,6,6,74,0,12
2023,7,6,7,43,0,8
2023,7,7,1,43,1,11
2023,7,7,2,201,0,26
2023,7,7,3,205,0,12
2023,7,7,4,225,0,29
2023,7,7,5,209,2,30
2023,7,7,6,190,0,29
2023,7,7,7,68,1,12
2023,7,8,1,50,0,17
2023,7,8,2,232,1,32
2023,7,8,3,223,0,41
2023,7,8,4,179,0,29
2023,7,8,5,159,0,24
2023,7,8,6,157,2,19
2023,7,8,7,110,1,18
2023,7,9,1,86,0,22
2023,7,9,2,200,2,29
2023,7,9,3,174,2,22
2023,7,9,4,174,0,37
2023,7,9,5,164,0,28
2023,7,9,6,172,1,26
2023,7,9,7,179,0,35
2023,7,10,1,131,1,36
2023,7,10,2,225,5,37
2023,7,10,3,198,1,27
2023,7,10,4,159,0,26
2023,7,10,5,184,1,28
2023,7,10,6,230,3,30
2023,7,10,7,233,4,41
2023,7,11,1,199,2,48
2023,7,11,2,254,1,41
2023,7,11,3,194,1,41
2023,7,11,4,191,0,23
2023,7,11,5,203,1,34
2023,7,11,6,237,2,30
2023,7,11,7,288,4,48
2023,7,12,1,211,1,50
2023,7,12,2,259,5,46
2023,7,12,3,231,3,40
2023,7,12,4,214,4,26
2023,7,12,5,259,0,36
2023,7,12,6,289,2,43
2023,7,12,7,278,0,48
2023,7,13,1,231,3,56
2023,7,13,2,270,3,43
2023,7,13,3,246,5,45
2023,7,13,4,227,3,33
2023,7,13,5,285,1,38
2023,7,13,6,346,3,47
2023,7,13,7,291,2,53
2023,7,14,1,250,0,55
2023,7,14,2,342,3,53
2023,7,14,3,275,4,48
2023,7,14,4,266,1,43
2023,7,14,5,293,4,35
2023,7,14,6,334,5,51
2023,7,14,7,289,4,56
2023,7,15,1,249,5,57
2023,7,15,2,370,4,56
2023,7,15,3,294,0,42
2023,7,15,4,287,3,43
2023,7,15,5,360,4,54
2023,7,15,6,357,4,56
2023,7,15,7,272,2,48
2023,7,16,1,258,4,59
2023,7,16,2,411,0,56
2023,7,16,3,341,1,41
2023,7,16,4,349,2,35
2023,7,16,5,378,1,63
2023,7,16,6,326,1,55
2023,7,16,7,256,2,51
2023,7,17,1,233,1,56
2023,7,17,2,356,4,56
2023,7,17,3,372,4,58
2023,7,17,4,317,2,55
2023,7,17,5,378,2,49
2023,7,17,6,294,5,53
2023,7,17,7,276,3,59
2023,7,18,1,236,0,57
2023,7,18,2,299,2,45
2023,7,18,3,245,1,47
2023,7,18,4,221,0,48
2023,7,18,5,282,3,52
2023,7,18,6,266,1,44
2023,7,18,7,218,2,56
2023,7,19,1,168,2,34
2023,7,19,2,194,1,39
2023,7,19,3,190,2,35
2023,7,19,4,169,3,33
2023,7,19,5,192,1,42
2023,7,19,6,213,0,43
2023,7,19,7,194,1,36
2023,7,20,1,128,0,17
2023,7,20,2,136,0,27
2023,7,20,3,100,0,20
2023,7,20,4,115,0,28
2023,7,20,5,102,2,16
2023,7,20,6,152,1,36
2023,7,20,7,150,2,29
2023,7,21,1,117,1,24
2023,7,21,2,105,1,21
2023,7,21,3,80,0,18
2023,7,21,4,76,1,12
2023,7,21,5,84,2,15
2023,7,21,6,96,2,24
2023,7,21,7,119,2,25
2023,7,22,1,67,1,17
2023,7,22,2,76,0,20
2023,7,22,3,91,1,17
2023,7,22,4,59,3,14
2023,7,22,5,84,0,16
2023,7,22,6,90,1,22
2023,7,22,7,143,1,29
2023,7,23,1,42,1,4
2023,7,23,2,65,2,17
2023,7,23,3,45,1,11
2023,7,23,4,45,0,14
2023,7,23,5,67,1,14
2023,7,23,6,95,0,25
2023,7,23,7,111,2,17
2023,8,0,1,73,1,18
2023,8,0,2,18,0,3
2023,8,0,3,30,2,7
2023,8,0,4,22,2,3
2023,8,0,5,37,0,10
2023,8,0,6,34,1,5
2023,8,0,7,72,3,21
2023,8,1,1,60,2,12
2023,8,1,2,19,0,4
2023,8,1,3,20,0,3
2023,8,1,4,25,0,5
2023,8,1,5,19,0,5
2023,8,1,6,16,0,6
2023,8,1,7,48,1,6
2023,8,2,1,43,0,5
2023,8,2,2,13,0,4
2023,8,2,3,17,0,1
2023,8,2,4,17,0,5
2023,8,2,5,11,0,4
2023,8,2,6,18,2,5
2023,8,2,7,32,0,6
2023,8,3,1,41,0,11
2023,8,3,2,12,1,2
2023,8,3,3,9,0,2
2023,8,3,4,8,0,2
2023,8,3,5,9,0,0
2023,8,3,6,10,0,1
2023,8,3,7,26,1,2
2023,8,4,1,31,1,5
2023,8,4,2,13,0,5
2023,8,4,3,12,0,2
2023,8,4,4,11,0,2
2023,8,4,5,15,0,5
2023,8,4,6,11,1,1
2023,8,4,7,22,1,6
2023,8,5,1,28,1,8
2023,8,5,2,42,0,6
2023,8,5,3,67,1,14
2023,8,5,4,70,2,16
2023,8,5,5,53,0,5
2023,8,5,6,30,1,4
2023,8,5,7,30,1,4
2023,8,6,1,17,0,5
2023,8,6,2,83,0,18
2023,8,6,3,98,3,19
2023,8,6,4,88,1,10
2023,8,6,5,90,2,13
2023,8,6,6,64,1,8
2023,8,6,7,25,0,8
2023,8,7,1,22,2,5
2023,8,7,2,210,1,35
2023,8,7,3,221,2,19
2023,8,7,4,238,1,24
2023,8,7,5,243,5,29
2023,8,7,6,142,1,16
2023,8,7,7,37,0,6
2023,8,8,1,32,2,5
2023,8,8,2,163,0,17
2023,8,8,3,200,0,35
2023,8,8,4,164,2,19
2023,8,8,5,199,1,22
2023,8,8,6,121,0,20
2023,8,8,7,68,3,10
2023,8,9,1,56,1,13
2023,8,9,2,163,3,29
2023,8,9,3,182,3,31
2023,8,9,4,196,0,34
2023,8,9,5,217,0,38
2023,8,9,6,168,2,22
2023,8,9,7,105,2,20
2023,8,10,1,110,2,24
2023,8,10,2,172,0,33
2023,8,10,3,211,2,33
2023,8,10,4,212,1,38
2023,8,10,5,217,2,33
2023,8,10,6,191,2,29
2023,8,10,7,193,0,38
2023,8,11,1,155,2,34
2023,8,11,2,188,3,29
2023,8,11,3,213,4,42
2023,8,11,4,238,0,38
2023,8,11,5,243,3,40
2023,8,11,6,245,1,36
2023,8,11,7,213,1,34
2023,8,12,1,178,1,38
2023,8,12,2,191,2,30
2023,8,12,3,256,2,52
2023,8,12,4,240,2,39
2023,8,12,5,248,2,34
2023,8,12,6,279,1,42
2023,8,12,7,228,4,33
2023,8,13,1,190,4,39
2023,8,13,2,239,0,44
2023,8,13,3,259,1,41
2023,8,13,4,273,2,34
2023,8,13,5,275,2,37
2023,8,13,6,319,1,51
2023,8,13,7,194,0,37
2023,8,14,1,188,2,35
2023,8,14,2,271,1,46
2023,8,14,3,345,5,58
2023,8,14,4,277,5,42
2023,8,14,5,337,2,46
2023,8,14,6,318,0,52
2023,8,14,7,227,3,48
2023,8,15,1,218,8,49
2023,8,15,2,287,2,52
2023,8,15,3,369,2,62
2023,8,15,4,407,1,70
2023,8,15,5,399,3,71
2023,8,15,6,360,2,79
2023,8,15,7,220,2,38
2023,8,16,1,223,7,41
2023,8,16,2,317,5,49
2023,8,16,3,394,4,64
2023,8,16,4,409,3,51
2023,8,16,5,432,1,64
2023,8,16,6,320,4,45
2023,8,16,7,189,3,30
2023,8,17,1,183,1,38
2023,8,17,2,285,0,38
2023,8,17,3,348,0,47
2023,8,17,4,372,6,67
2023,8,17,5,357,3,56
2023,8,17,6,278,1,46
2023,8,17,7,197,0,36
2023,8,18,1,148,2,30
2023,8,18,2,197,2,38
2023,8,18,3,262,2,31
2023,8,18,4,292,5,54
2023,8,18,5,297,0,41
2023,8,18,6,244,1,42
2023,8,18,7,191,1,42
2023,8,19,1,136,0,37
2023,8,19,2,137,1,33
2023,8,19,3,182,0,34
2023,8,19,4,174,1,34
2023,8,19,5,206,2,35
2023,8,19,6,169,2,35
2023,8,19,7,160,3,32
2023,8,20,1,99,1,22
2023,8,20,2,93,0,20
2023,8,20,3,116,1,19
2023,8,20,4,132,3,27
2023,8,20,5,137,1,22
2023,8,20,6,129,1,27
2023,8,20,7,130,2,38
2023,8,21,1,83,2,16
2023,8,21,2,77,1,13
2023,8,21,3,103,1,24
2023,8,21,4,119,3,21
2023,8,21,5,111,1,18
2023,8,21,6,104,3,23
2023,8,21,7,113,1,30
2023,8,22,1,61,0,11
2023,8,22,2,60,0,16
2023,8,22,3,79,1,24
2023,8,22,4,98,2,23
2023,8,22,5,102,0,17
2023,8,22,6,94,2,18
2023,8,22,7,72,2,11
2023,8,23,1,28,1,9
2023,8,23,2,24,0,7
2023,8,23,3,37,1,7
2023,8,23,4,47,0,9
2023,8,23,5,55,0,9
2023,8,23,6,81,0,18
2023,8,23,7,82,1,13
2023,9,0,1,75,3,18
2023,9,0,2,16,0,2
2023,9,0,3,18,0,3
2023,9,0,4,16,0,1
2023,9,0,5,32,1,1
2023,9,0,6,33,0,3
2023,9,0,7,81,0,12
2023,9,1,1,80,0,25
2023,9,1,2,19,0,7
2023,9,1,3,10,0,2
2023,9,1,4,13,0,2
2023,9,1,5,9,0,3
2023,9,1,6,24,0,5
2023,9,1,7,59,2,15
2023,9,2,1,66,1,23
2023,9,2,2,9,1,2
2023,9,2,3,10,0,1
2023,9,2,4,9,0,4
2023,9,2,5,7,0,1
2023,9,2,6,15,0,1
2023,9,2,7,54,0,9
2023,9,3,1,46,2,12
2023,9,3,2,6,0,1
2023,9,3,3,5,0,2
2023,9,3,4,10,2,1
2023,9,3,5,10,1,3
2023,9,3,6,14,1,3
2023,9,3,7,50,1,9
2023,9,4,1,39,0,12
2023,9,4,2,10,0,1
2023,9,4,3,15,1,3
2023,9,4,4,10,0,3
2023,9,4,5,9,2,1
2023,9,4,6,11,1,3
2023,9,4,7,29,0,10
2023,9,5,1,31,0,5
2023,9,5,2,75,2,11
2023,9,5,3,78,2,13
2023,9,5,4,49,1,13
2023,9,5,5,52,0,15
2023,9,5,6,66,0,17
2023,9,5,7,32,0,10
2023,9,6,1,25,0,6
2023,9,6,2,125,2,19
2023,9,6,3,135,0,12
2023,9,6,4,115,0,13
2023,9,6,5,127,1,16
2023,9,6,6,120,1,22
2023,9,6,7,40,0,9
2023,9,7,1,19,0,8
2023,9,7,2,309,2,43
2023,9,7,3,302,1,35
2023,9,7,4,308,2,35
2023,9,7,5,296,2,37
2023,9,7,6,295,2,34
2023,9,7,7,51,0,10
2023,9,8,1,41,0,10
2023,9,8,2,224,2,26
2023,9,8,3,229,2,34
2023,9,8,4,256,2,33
2023,9,8,5,228,2,28
2023,9,8,6,221,3,22
2023,9,8,7,92,1,15
2023,9,9,1,59,1,13
2023,9,9,2,173,1,22
2023,9,9,3,211,3,20
2023,9,9,4,176,1,25
2023,9,9,5,173,4,27
2023,9,9,6,194,0,27
2023,9,9,7,157,0,33
2023,9,10,1,124,1,22
2023,9,10,2,215,2,40
2023,9,10,3,223,2,43
2023,9,10,4,190,0,27
2023,9,10,5,202,3,36
2023,9,10,6,264,1,44
2023,9,10,7,226,3,56
2023,9,11,1,219,3,51
2023,9,11,2,204,0,29
2023,9,11,3,207,0,29
2023,9,11,4,211,2,33
2023,9,11,5,236,2,34
2023,9,11,6,313,2,53
2023,9,11,7,310,8,60
2023,9,12,1,248,3,55
2023,9,12,2,260,4,41
2023,9,12,3,235,3,34
2023,9,12,4,255,2,52
2023,9,12,5,217,2,45
2023,9,12,6,377,2,48
2023,9,12,7,317,4,59
2023,9,13,1,265,3,57
2023,9,13,2,280,4,39
2023,9,13,3,327,2,46
2023,9,13,4,290,0,49
2023,9,13,5,274,3,52
2023,9,13,6,504,2,67
2023,9,13,7,332,6,67
2023,9,14,1,274,3,56
2023,9,14,2,316,1,49
2023,9,14,3,306,3,48
2023,9,14,4,302,4,46
2023,9,14,5,345,5,51
2023,9,14,6,435,2,61
2023,9,14,7,316,1,54
2023,9,15,1,271,3,64
2023,9,15,2,371,8,64
2023,9,15,3,395,5,70
2023,9,15,4,391,2,58
2023,9,15,5,407,4,69
2023,9,15,6,493,3,96
2023,9,15,7,373,2,84
2023,9,16,1,270,2,63
2023,9,16,2,438,2,54
2023,9,16,3,407,6,66
2023,9,16,4,394,1,58
2023,9,16,5,450,3,71
2023,9,16,6,417,2,66
2023,9,16,7,306,4,69
2023,9,17,1,302,5,82
2023,9,17,2,381,2,63
2023,9,17,3,365,2,59
2023,9,17,4,356,3,55
2023,9,17,5,388,2,73
2023,9,17,6,445,2,73
2023,9,17,7,326,4,58
2023,9,18,1,221,1,54
2023,9,18,2,267,3,45
2023,9,18,3,263,1,46
2023,9,18,4,296,5,42
2023,9,18,5,303,0,45
2023,9,18,6,329,4,57
2023,9,18,7,258,4,43
2023,9,19,1,147,2,33
2023,9,19,2,186,0,28
2023,9,19,3,176,2,30
2023,9,19,4,170,1,22
2023,9,19,5,192,1,32
2023,9,19,6,199,2,28
2023,9,19,7,204,1,43
2023,9,20,1,110,0,28
2023,9,20,2,104,2,18
2023,9,20,3,99,2,22
2023,9,20,4,109,1,24
2023,9,20,5,131,1,25
2023,9,20,6,177,1,25
2023,9,20,7,156,3,25
2023,9,21,1,73,1,13
2023,9,21,2,55,2,10
2023,9,21,3,82,2,21
2023,9,21,4,85,2,14
2023,9,21,5,107,4,20
2023,9,21,6,137,2,29
2023,9,21,7,128,3,31
2023,9,22,1,44,0,5
2023,9,22,2,47,0,7
2023,9,22,3,47,0,9
2023,9,22,4,59,2,8
2023,9,22,5,62,0,9
2023,9,22,6,110,3,27
2023,9,22,7,97,2,22
2023,9,23,1,34,0,7
2023,9,23,2,25,1,2
2023,9,23,3,37,0,11
2023,9,23,4,40,1,8
2023,9,23,5,43,1,10
2023,9,23,6,95,0,19
2023,9,23,7,113,3,24
2023,10,0,1,79,3,19
2023,10,0,2,16,0,5
2023,10,0,3,26,1,4
2023,10,0,4,17,2,2
2023,10,0,5,19,1,3
2023,10,0,6,24,0,1
2023,10,0,7,57,0,7
2023,10,1,1,67,1,13
2023,10,1,2,14,1,2
2023,10,1,3,26,0,5
2023,10,1,4,13,1,2
2023,10,1,5,12,0,2
2023,10,1,6,13,0,1
2023,10,1,7,35,1,7
2023,10,2,1,70,0,13
2023,10,2,2,9,0,2
2023,10,2,3,22,1,4
2023,10,2,4,6,0,0
2023,10,2,5,6,0,2
2023,10,2,6,10,0,4
2023,10,2,7,27,0,5
2023,10,3,1,43,1,9
2023,10,3,2,11,3,2
2023,10,3,3,25,0,4
2023,10,3,4,6,0,1
2023,10,3,5,10,0,3
2023,10,3,6,10,1,2
2023,10,3,7,24,0,4
2023,10,4,1,46,1,10
2023,10,4,2,15,0,4
2023,10,4,3,21,0,3
2023,10,4,4,7,1,0
2023,10,4,5,10,0,1
2023,10,4,6,11,0,3
2023,10,4,7,24,1,6
2023,10,5,1,38,1,6
2023,10,5,2,90,2,13
2023,10,5,3,52,0,11
2023,10,5,4,53,1,11
2023,10,5,5,75,0,13
2023,10,5,6,58,2,11
2023,10,5,7,24,0,5
2023,10,6,1,25,1,4
2023,10,6,2,168,1,25
2023,10,6,3,124,1,17
2023,10,6,4,137,0,21
2023,10,6,5,152,1,22
2023,10,6,6,140,0,26
2023,10,6,7,32,0,4
2023,10,7,1,16,0,3
2023,10,7,2,286,1,35
2023,10,7,3,281,2,27
2023,10,7,4,239,1,29
2023,10,7,5,324,1,37
2023,10,7,6,301,5,31
2023,10,7,7,25,0,5
2023,10,8,1,28,1,6
2023,10,8,2,206,0,25
2023,10,8,3,171,1,15
2023,10,8,4,181,1,19
2023,10,8,5,201,2,23
2023,10,8,6,167,2,20
2023,10,8,7,51,1,10
2023,10,9,1,77,2,10
2023,10,9,2,196,2,37
2023,10,9,3,165,4,22
2023,10,9,4,163,1,27
2023,10,9,5,145,0,28
2023,10,9,6,177,3,26
2023,10,9,7,88,2,13
2023,10,10,1,117,1,20
2023,10,10,2,204,3,25
2023,10,10,3,168,1,19
2023,10,10,4,174,3,23
2023,10,10,5,185,0,26
2023,10,10,6,161,2,24
2023,10,10,7,157,2,23
2023,10,11,1,140,0,43
2023,10,11,2,234,2,29
2023,10,11,3,208,2,32
2023,10,11,4,188,0,32
2023,10,11,5,176,2,24
2023,10,11,6,222,1,34
2023,10,11,7,177,3,25
2023,10,12,1,180,0,37
2023,10,12,2,295,6,46
2023,10,12,3,199,4,23
2023,10,12,4,205,1,40
2023,10,12,5,178,2,31
2023,10,12,6,266,2,29
2023,10,12,7,232,1,35
2023,10,13,1,229,3,44
2023,10,13,2,296,5,51
2023,10,13,3,280,5,40
2023,10,13,4,232,0,40
2023,10,13,5,221,2,21
2023,10,13,6,334,2,39
2023,10,13,7,196,1,27
2023,10,14,1,240,4,43
2023,10,14,2,340,4,43
2023,10,14,3,326,0,53
2023,10,14,4,289,2,50
2023,10,14,5,220,3,32
2023,10,14,6,310,1,42
2023,10,14,7,225,2,34
2023,10,15,1,223,2,52
2023,10,15,2,358,3,58
2023,10,15,3,336,2,48
2023,10,15,4,282,2,56
2023,10,15,5,259,2,24
2023,10,15,6,351,1,56
2023,10,15,7,186,4,32
2023,10,16,1,229,5,46
2023,10,16,2,398,5,57
2023,10,16,3,393,3,55
2023,10,16,4,307,4,46
2023,10,16,5,343,2,39
2023,10,16,6,306,3,48
2023,10,16,7,177,3,24
2023,10,17,1,224,3,39
2023,10,17,2,344,0,44
2023,10,17,3,369,3,53
2023,10,17,4,273,1,39
2023,10,17,5,293,0,34
2023,10,17,6,253,2,34
2023,10,17,7,195,3,33
2023,10,18,1,177,0,37
2023,10,18,2,238,0,45
2023,10,18,3,261,2,56
2023,10,18,4,201,3,33
2023,10,18,5,203,0,29
2023,10,18,6,201,1,40
2023,10,18,7,141,4,27
2023,10,19,1,134,2,20
2023,10,19,2,189,4,31
2023,10,19,3,190,1,30
2023,10,19,4,151,1,24
2023,10,19,5,159,2,21
2023,10,19,6,172,3,35
2023,10,19,7,162,0,31
2023,10,20,1,109,3,24
2023,10,20,2,111,2,19
2023,10,20,3,105,2,21
2023,10,20,4,82,0,13
2023,10,20,5,120,1,19
2023,10,20,6,126,0,13
2023,10,20,7,92,3,17
2023,10,21,1,65,1,11
2023,10,21,2,81,1,15
2023,10,21,3,93,1,16
2023,10,21,4,68,1,9
2023,10,21,5,81,2,14
2023,10,21,6,98,2,20
2023,10,21,7,71,1,17
2023,10,22,1,45,0,9
2023,10,22,2,53,3,12
2023,10,22,3,61,0,11
2023,10,22,4,42,0,4
2023,10,22,5,58,3,16
2023,10,22,6,84,1,16
2023,10,22,7,68,0,12
2023,10,23,1,24,0,6
2023,10,23,2,44,0,11
2023,10,23,3,37,0,8
2023,10,23,4,33,0,9
2023,10,23,5,36,0,6
2023,10,23,6,67,2,17
2023,10,23,7,61,1,15
2023,11,0,1,59,0,10
2023,11,0,2,15,0,4
2023,11,0,3,15,2,3
2023,11,0,4,23,1,8
2023,11,0,5,17,0,1
2023,11,0,6,19,1,3
2023,11,0,7,39,1,5
2023,11,1,1,38,0,8
2023,11,1,2,12,2,4
2023,11,1,3,14,0,4
2023,11,1,4,15,2,1
2023,11,1,5,11,0,1
2023,11,1,6,14,0,1
2023,11,1,7,45,1,8
2023,11,2,1,41,2,7
2023,11,2,2,6,1,1
2023,11,2,3,6,0,0
2023,11,2,4,16,0,3
2023,11,2,5,8,0,2
2023,11,2,6,10,1,4
2023,11,2,7,32,0,4
2023,11,3,1,42,1,5
2023,11,3,2,4,1,2
2023,11,3,3,11,0,0
2023,11,3,4,21,0,2
2023,11,3,5,12,0,3
2023,11,3,6,6,0,4
2023,11,3,7,30,2,3
2023,11,4,1,37,1,5
2023,11,4,2,13,0,1
2023,11,4,3,16,0,3
2023,11,4,4,22,0,4
2023,11,4,5,17,0,2
2023,11,4,6,13,1,2
2023,11,4,7,21,0,0
2023,11,5,1,35,1,6
2023,11,5,2,87,4,9
2023,11,5,3,64,1,8
2023,11,5,4,76,1,9
2023,11,5,5,72,2,12
2023,11,5,6,44,1,5
2023,11,5,7,35,1,6
2023,11,6,1,24,0,0
2023,11,6,2,191,1,23
2023,11,6,3,170,2,26
2023,11,6,4,152,1,22
2023,11,6,5,160,0,10
2023,11,6,6,117,2,17
2023,11,6,7,32,1,3
2023,11,7,1,16,0,4
2023,11,7,2,346,1,35
2023,11,7,3,315,2,26
2023,11,7,4,321,4,38
2023,11,7,5,348,6,25
2023,11,7,6,230,1,28
2023,11,7,7,40,0,7
2023,11,8,1,23,0,4
2023,11,8,2,217,1,20
2023,11,8,3,206,2,29
2023,11,8,4,212,2,30
2023,11,8,5,201,2,21
2023,11,8,6,133,2,16
2023,11,8,7,63,1,11
2023,11,9,1,37,0,8
2023,11,9,2,150,2,18
2023,11,9,3,127,0,17
2023,11,9,4,181,3,19
2023,11,9,5,166,2,17
2023,11,9,6,119,0,10
2023,11,9,7,94,1,14
2023,11,10,1,63,2,9
2023,11,10,2,151,1,21
2023,11,10,3,139,2,23
2023,11,10,4,158,2,20
2023,11,10,5,169,2,24
2023,11,10,6,136,0,22
2023,11,10,7,121,1,19
2023,11,11,1,84,0,16
2023,11,11,2,168,0,20
2023,11,11,3,131,3,16
2023,11,11,4,182,2,28
2023,11,11,5,200,1,20
2023,11,11,6,190,2,22
2023,11,11,7,144,1,19
2023,11,12,1,87,1,9
2023,11,12,2,175,1,20
2023,11,12,3,163,2,14
2023,11,12,4,183,3,26
2023,11,12,5,213,2,32
2023,11,12,6,254,1,35
2023,11,12,7,146,1,23
2023,11,13,1,107,1,19
2023,11,13,2,216,1,18
2023,11,13,3,198,0,23
2023,11,13,4,240,1,39
2023,11,13,5,233,2,35
2023,11,13,6,312,0,43
2023,11,13,7,138,1,15
2023,11,14,1,111,1,18
2023,11,14,2,251,2,23
2023,11,14,3,218,2,32
2023,11,14,4,231,3,33
2023,11,14,5,248,1,36
2023,11,14,6,285,1,32
2023,11,14,7,173,0,29
2023,11,15,1,96,2,7
2023,11,15,2,276,2,29
2023,11,15,3,243,1,26
2023,11,15,4,293,0,50
2023,11,15,5,290,0,31
2023,11,15,6,257,0,23
2023,11,15,7,150,1,16
2023,11,16,1,99,2,16
2023,11,16,2,322,1,47
2023,11,16,3,283,0,29
2023,11,16,4,279,1,43
2023,11,16,5,330,2,37
2023,11,16,6,233,3,25
2023,11,16,7,129,2,16
2023,11,17,1,159,2,26
2023,11,17,2,391,2,44
2023,11,17,3,361,1,55
2023,11,17,4,368,3,52
2023,11,17,5,485,10,69
2023,11,17,6,301,1,45
2023,11,17,7,195,3,31
2023,11,18,1,102,2,15
2023,11,18,2,252,1,26
2023,11,18,3,229,3,29
2023,11,18,4,239,6,25
2023,11,18,5,311,3,39
2023,11,18,6,206,1,27
2023,11,18,7,221,3,36
2023,11,19,1,76,1,16
2023,11,19,2,136,1,23
2023,11,19,3,126,0,18
2023,11,19,4,149,3,24
2023,11,19,5,160,1,17
2023,11,19,6,133,0,19
2023,11,19,7,131,1,14
2023,11,20,1,64,1,14
2023,11,20,2,90,2,17
2023,11,20,3,90,0,20
2023,11,20,4,83,0,11
2023,11,20,5,96,0,10
2023,11,20,6,111,0,24
2023,11,20,7,99,0,14
2023,11,21,1,37,0,5
2023,11,21,2,68,0,11
2023,11,21,3,67,0,12
2023,11,21,4,72,0,10
2023,11,21,5,83,0,10
2023,11,21,6,74,2,9
2023,11,21,7,93,1,8
2023,11,22,1,30,1,7
2023,11,22,2,44,0,5
2023,11,22,3,39,2,4
2023,11,22,4,45,1,7
2023,11,22,5,58,0,8
2023,11,22,6,84,2,16
2023,11,22,7,71,0,12
2023,11,23,1,22,1,2
2023,11,23,2,27,0,2
2023,11,23,3,19,0,4
2023,11,23,4,26,1,2
2023,11,23,5,31,0,6
2023,11,23,6,69,0,10
2023,11,23,7,69,0,10
2023,12,0,1,41,0,8
2023,12,0,2,15,0,3
2023,12,0,3,18,0,2
2023,12,0,4,21,3,3
2023,12,0,5,23,1,3
2023,12,0,6,27,0,5
2023,12,0,7,71,1,8
