year,month,hour,weekday,crashes,fatal,serious
2023,12,1,1,52,1,15
2023,12,1,2,9,0,1
2023,12,1,3,15,0,6
2023,12,1,4,11,1,4
2023,12,1,5,12,0,1
2023,12,1,6,19,0,4
2023,12,1,7,41,2,3
2023,12,2,1,41,1,10
2023,12,2,2,12,0,1
2023,12,2,3,16,2,2
2023,12,2,4,8,0,2
2023,12,2,5,11,0,4
2023,12,2,6,22,2,6
2023,12,2,7,34,2,6
2023,12,3,1,30,0,5
2023,12,3,2,5,0,0
2023,12,3,3,12,0,3
2023,12,3,4,4,1,0
2023,12,3,5,11,0,3
2023,12,3,6,11,0,3
2023,12,3,7,24,1,6
2023,12,4,1,25,1,6
2023,12,4,2,22,0,4
2023,12,4,3,23,0,8
2023,12,4,4,15,0,5
2023,12,4,5,8,0,2
2023,12,4,6,21,1,8
2023,12,4,7,29,0,7
2023,12,5,1,25,0,8
2023,12,5,2,66,0,11
2023,12,5,3,56,1,8
2023,12,5,4,57,0,4
2023,12,5,5,47,1,8
2023,12,5,6,59,0,12
2023,12,5,7,40,0,4
2023,12,6,1,17,0,5
2023,12,6,2,119,1,22
2023,12,6,3,110,1,18
2023,12,6,4,106,0,12
2023,12,6,5,101,3,16
2023,12,6,6,111,1,17
2023,12,6,7,36,0,4
2023,12,7,1,10,0,2
2023,12,7,2,239,3,34
2023,12,7,3,257,1,37
2023,12,7,4,249,2,31
2023,12,7,5,242,2,36
2023,12,7,6,262,3,30
2023,12,7,7,36,1,5
2023,12,8,1,19,0,6
2023,12,8,2,128,1,10
2023,12,8,3,130,0,20
2023,12,8,4,134,1,17
2023,12,8,5,157,1,22
2023,12,8,6,134,2,13
2023,12,8,7,57,0,7
2023,12,9,1,22,0,5
2023,12,9,2,114,2,16
2023,12,9,3,120,0,15
2023,12,9,4,123,0,18
2023,12,9,5,102,1,11
2023,12,9,6,131,2,17
2023,12,9,7,83,0,16
2023,12,10,1,52,1,8
2023,12,10,2,126,4,10
2023,12,10,3,122,1,17
2023,12,10,4,121,1,16
2023,12,10,5,113,1,21
2023,12,10,6,134,3,19
2023,12,10,7,128,2,17
2023,12,11,1,63,2,9
2023,12,11,2,141,3,19
2023,12,11,3,137,0,15
2023,12,11,4,119,1,13
2023,12,11,5,149,1,18
2023,12,11,6,208,1,33
2023,12,11,7,155,1,19
2023,12,12,1,89,0,10
2023,12,12,2,147,2,22
2023,12,12,3,139,0,18
2023,12,12,4,129,1,14
2023,12,12,5,162,0,20
2023,12,12,6,216,0,23
2023,12,12,7,153,1,14
2023,12,13,1,91,0,10
2023,12,13,2,167,2,18
2023,12,13,3,140,0,19
2023,12,13,4,174,1,21
2023,12,13,5,161,2,16
2023,12,13,6,221,2,27
2023,12,13,7,156,0,26
2023,12,14,1,98,3,14
2023,12,14,2,183,4,41
2023,12,14,3,153,5,16
2023,12,14,4,164,2,19
2023,12,14,5,211,2,33
2023,12,14,6,238,0,31
2023,12,14,7,183,3,28
2023,12,15,1,93,1,12
2023,12,15,2,193,4,33
2023,12,15,3,185,0,24
2023,12,15,4,181,2,21
2023,12,15,5,181,1,20
2023,12,15,6,187,2,30
2023,12,15,7,133,1,19
2023,12,16,1,107,2,17
2023,12,16,2,227,3,31
2023,12,16,3,248,0,40
2023,12,16,4,217,0,31
2023,12,16,5,223,3,31
2023,12,16,6,245,5,36
2023,12,16,7,160,1,24
2023,12,17,1,124,0,21
2023,12,17,2,216,6,24
2023,12,17,3,294,1,38
2023,12,17,4,266,2,40
2023,12,17,5,311,2,45
2023,12,17,6,290,4,27
2023,12,17,7,207,4,33
2023,12,18,1,86,3,7
2023,12,18,2,164,2,26
2023,12,18,3,166,1,25
2023,12,18,4,141,2,27
2023,12,18,5,185,4,23
2023,12,18,6,225,3,29
2023,12,18,7,165,1,31
2023,12,19,1,80,1,10
2023,12,19,2,102,1,16
2023,12,19,3,111,2,9
2023,12,19,4,83,1,15
2023,12,19,5,112,0,12
2023,12,19,6,170,0,18
2023,12,19,7,125,1,20
2023,12,20,1,75,1,12
2023,12,20,2,67,1,13
2023,12,20,3,73,0,11
2023,12,20,4,64,0,5
2023,12,20,5,77,1,7
2023,12,20,6,101,3,18
2023,12,20,7,82,1,11
2023,12,21,1,49,0,6
2023,12,21,2,50,0,7
2023,12,21,3,49,0,10
2023,12,21,4,61,0,9
2023,12,21,5,69,1,13
2023,12,21,6,86,1,7
2023,12,21,7,72,0,11
2023,12,22,1,43,2,12
2023,12,22,2,34,1,7
2023,12,22,3,48,0,10
2023,12,22,4,44,0,9
2023,12,22,5,43,2,7
2023,12,22,6,80,1,14
2023,12,22,7,77,1,16
2023,12,23,1,35,0,5
2023,12,23,2,25,0,7
2023,12,23,3,26,1,5
2023,12,23,4,25,0,4
2023,12,23,5,28,2,4
2023,12,23,6,71,3,13
2023,12,23,7,54,1,9
